survey_week,beach_section_initials,beach,species,species_type,total
2012-08-27,PNO,PURISIMA,SNPL,Shorebird,2
2012-08-27,PNO,PURISIMA,WEGU,Gull,29
2012-08-27,SAN,NORTH,AMKE,Raptor,2
2012-08-27,SAN,NORTH,BBPL,Shorebird,1
2012-08-27,SAN,NORTH,CAGU,Gull,1
2012-08-27,SAN,NORTH,gull,Gull,200
2012-08-27,SAN,NORTH,HEEG,Gull,41
2012-08-27,SAN,NORTH,LBCU,Shorebird,11
2012-08-27,SAN,NORTH,RBGU,Gull,1
2012-08-27,SAN,NORTH,SAND,Shorebird,1
2012-08-27,SAN,NORTH,SNPL,Shorebird,134
2012-08-27,SAN,NORTH,WEGU,Gull,3
2012-08-27,SHN,NORTH,AMKE,Raptor,1
2012-08-27,SHN,NORTH,HEEG,Gull,260
2012-08-27,SHN,NORTH,MAGO,Shorebird,1
2012-08-27,SHN,NORTH,SEPL,Shorebird,6
2012-08-27,SHN,NORTH,SNPL,Shorebird,9
2012-08-27,SHN,NORTH,WHIM,Shorebird,10
2012-08-27,SHS,NORTH,CAGU,Gull,30
2012-08-27,SHS,NORTH,gull,Gull,55
2012-08-27,SHS,NORTH,HEEG,Gull,216
2012-08-27,SHS,NORTH,MAGO,Shorebird,1
2012-08-27,SHS,NORTH,ROTE,Tern,10
2012-08-27,SHS,NORTH,RTHA,Raptor,1
2012-08-27,SHS,NORTH,RUTU,Shorebird,2
2012-08-27,SHS,NORTH,SEPL,Shorebird,5
2012-08-27,SHS,NORTH,SNPL,Shorebird,39
2012-08-27,SHS,NORTH,WEGU,Gull,17
2012-08-27,SNO,SOUTH,gull,Gull,130
2012-08-27,SNO,SOUTH,SAND,Shorebird,330
2012-08-27,SNO,SOUTH,SNPL,Shorebird,133
2012-08-27,SNO,SOUTH,WESA,Shorebird,2
2012-08-27,SSO,SOUTH,gull,Gull,1
2012-08-27,SSO,SOUTH,NOHA,Raptor,1
2012-08-27,SSO,SOUTH,SEPL,Shorebird,17
2012-08-27,SSO,SOUTH,SNPL,Shorebird,65
2012-08-27,WAL,SOUTH,AMKE,Raptor,1
2012-08-27,WAL,SOUTH,BBPL,Shorebird,1
2012-08-27,WAL,SOUTH,gull,Gull,111
2012-08-27,WAL,SOUTH,SAND,Shorebird,49
2012-08-27,WAL,SOUTH,SEPL,Shorebird,1
2012-08-27,WAL,SOUTH,SNPL,Shorebird,18
2018-08-27,MIN,NORTH,CAGU,Gull,13
2018-08-27,MIN,NORTH,HEEG,Gull,15
2018-08-27,MIN,NORTH,LBCU,Shorebird,33
2018-08-27,MIN,NORTH,MAGO,Shorebird,64
2018-08-27,MIN,NORTH,ROTE,Tern,26
2018-08-27,MIN,NORTH,SEPL,Shorebird,1
2018-08-27,MIN,NORTH,WEGU,Gull,11
2018-08-27,MIN,NORTH,WHIM,Shorebird,2
2018-08-27,MIN,NORTH,WILL,Shorebird,1
2018-08-27,PNO,PURISIMA,SAND,Shorebird,185
2018-08-27,PNO,PURISIMA,SNPL,Shorebird,7
2018-08-27,PNO,PURISIMA,WEGU,Gull,1
2018-08-27,SAN,NORTH,AMKE,Raptor,2
2018-08-27,SAN,NORTH,CAGU,Gull,4
2018-08-27,SAN,NORTH,HEEG,Gull,22
2018-08-27,SAN,NORTH,LBCU,Shorebird,1
2018-08-27,SAN,NORTH,SNPL,Shorebird,46
2018-08-27,SAN,NORTH,WEGU,Gull,30
2018-08-27,SAN,NORTH,WILL,Shorebird,1
2018-08-27,SHN,NORTH,SNPL,Shorebird,18
2018-08-27,SHN,NORTH,WEGU,Gull,1
2018-08-27,SHS,NORTH,CAGU,Gull,5
2018-08-27,SHS,NORTH,LBCU,Shorebird,1
2018-08-27,SHS,NORTH,SNPL,Shorebird,5
2017-08-28,MIN,NORTH,CAGU,Gull,100
2017-08-28,MIN,NORTH,HEEG,Gull,163
2017-08-28,MIN,NORTH,LBCU,Shorebird,6
2017-08-28,MIN,NORTH,MAGO,Shorebird,22
2017-08-28,MIN,NORTH,SEPL,Shorebird,2
2017-08-28,MIN,NORTH,WEGU,Gull,25
2017-08-28,MIN,NORTH,WESA,Shorebird,2
2017-08-28,MIN,NORTH,WHIM,Shorebird,2
2017-08-28,PNO,PURISIMA,BBPL,Shorebird,45
2017-08-28,PNO,PURISIMA,CAGU,Gull,3
2017-08-28,PNO,PURISIMA,SAND,Shorebird,370
2017-08-28,PNO,PURISIMA,SNPL,Shorebird,17
2017-08-28,PNO,PURISIMA,WEGU,Gull,14
2017-08-28,SAN,NORTH,CAGU,Gull,1
2017-08-28,SAN,NORTH,LBCU,Shorebird,1
2017-08-28,SAN,NORTH,PEFA,Raptor,2
2017-08-28,SAN,NORTH,SAND,Shorebird,45
2017-08-28,SAN,NORTH,SEPL,Shorebird,2
2017-08-28,SAN,NORTH,SNPL,Shorebird,60
2017-08-28,SAN,NORTH,WESA,Shorebird,3
2017-08-28,SHN,NORTH,BBPL,Shorebird,30
2017-08-28,SHN,NORTH,CAGU,Gull,1
2017-08-28,SHN,NORTH,HEEG,Gull,3
2017-08-28,SHN,NORTH,LBCU,Shorebird,24
2017-08-28,SHN,NORTH,MAGO,Shorebird,6
2017-08-28,SHN,NORTH,SAND,Shorebird,1
2017-08-28,SHN,NORTH,SNPL,Shorebird,24
2017-08-28,SHN,NORTH,WEGU,Gull,5
2017-08-28,SHN,NORTH,WHIM,Shorebird,8
2017-08-28,SHS,NORTH,BBPL,Shorebird,165
2017-08-28,SHS,NORTH,CAGU,Gull,2
2017-08-28,SHS,NORTH,LBCU,Shorebird,8
2017-08-28,SHS,NORTH,MAGO,Shorebird,6
2017-08-28,SHS,NORTH,SAND,Shorebird,189
2017-08-28,SHS,NORTH,SEPL,Shorebird,1
2017-08-28,SHS,NORTH,SNPL,Shorebird,20
2017-08-28,SHS,NORTH,WEGU,Gull,7
2011-08-29,PNO,PURISIMA,gull,Gull,72
2011-08-29,PNO,PURISIMA,peeps,Shorebird,500
2011-08-29,PNO,PURISIMA,SAND,Shorebird,20
2011-08-29,SAN,NORTH,gull,Gull,8
2011-08-29,SAN,NORTH,HEEG,Gull,140
2011-08-29,SAN,NORTH,MAGO,Shorebird,5
2011-08-29,SAN,NORTH,RBGU,Gull,2
2011-08-29,SAN,NORTH,SAND,Shorebird,147
2011-08-29,SAN,NORTH,SNPL,Shorebird,50
2011-08-29,SAN,NORTH,WEGU,Gull,1
2011-08-29,SHS,NORTH,HEEG,Gull,32
2011-08-29,SHS,NORTH,SNPL,Shorebird,11
2011-08-29,SNO,SOUTH,HEEG,Gull,20
2011-08-29,SNO,SOUTH,PEFA,Raptor,1
2011-08-29,SNO,SOUTH,SNPL,Shorebird,137
2011-08-29,SSO,SOUTH,CAGU,Gull,7
2011-08-29,SSO,SOUTH,HEEG,Gull,57
2011-08-29,SSO,SOUTH,RTHA,Raptor,2
2011-08-29,SSO,SOUTH,SNPL,Shorebird,20
2011-08-29,SSO,SOUTH,WEGU,Gull,7
2011-08-29,WAL,SOUTH,CAGU,Gull,20
2011-08-29,WAL,SOUTH,HEEG,Gull,55
2011-08-29,WAL,SOUTH,SNPL,Shorebird,56
2011-08-29,WAL,SOUTH,WEGU,Gull,75
2016-08-29,MIN,NORTH,HEEG,Gull,81
2016-08-29,MIN,NORTH,LBCU,Shorebird,10
2016-08-29,MIN,NORTH,MAGO,Shorebird,1
2016-08-29,MIN,NORTH,WEGU,Gull,12
2016-08-29,MIN,NORTH,WILL,Shorebird,2
2016-08-29,PNO,PURISIMA,PEFA,Raptor,1
2016-08-29,PNO,PURISIMA,SAND,Shorebird,40
2016-08-29,PNO,PURISIMA,SNPL,Shorebird,2
2016-08-29,PNO,PURISIMA,WEGU,Gull,13
2016-08-29,SAN,NORTH,DUNL,Shorebird,1
2016-08-29,SAN,NORTH,LBCU,Shorebird,12
2016-08-29,SAN,NORTH,PEFA,Raptor,1
2016-08-29,SAN,NORTH,SAND,Shorebird,156
2016-08-29,SAN,NORTH,SNPL,Shorebird,45
2016-08-29,SHN,NORTH,SNPL,Shorebird,8
2016-08-29,SHS,NORTH,LBCU,Shorebird,14
2016-08-29,SHS,NORTH,PEFA,Raptor,1
2016-08-29,SHS,NORTH,SAND,Shorebird,322
2016-08-29,SHS,NORTH,SNPL,Shorebird,4
2016-08-29,SHS,NORTH,WEGU,Gull,1
2015-08-03,MIN,NORTH,WHIM,Shorebird,11
2015-08-03,PNO,PURISIMA,BBPL,Shorebird,68
2015-08-03,PNO,PURISIMA,SAND,Shorebird,120
2015-08-03,PNO,PURISIMA,SNPL,Shorebird,14
2015-08-03,PNO,PURISIMA,WHIM,Shorebird,3
2015-08-03,SAN,NORTH,SAND,Shorebird,25
2015-08-03,SAN,NORTH,SNPL,Shorebird,87
2015-08-03,SAN,NORTH,WEGU,Gull,6
2015-08-03,SHN,NORTH,CAGU,Gull,1
2015-08-03,SHS,NORTH,SNPL,Shorebird,11
2015-08-03,SHS,NORTH,WEGU,Gull,1
2015-08-03,SHS,NORTH,WHIM,Shorebird,5
2015-08-31,MIN,NORTH,CAGU,Gull,4
2015-08-31,MIN,NORTH,ELTE,Tern,100
2015-08-31,MIN,NORTH,HEEG,Gull,530
2015-08-31,MIN,NORTH,LBCU,Shorebird,2
2015-08-31,MIN,NORTH,MAGO,Shorebird,105
2015-08-31,MIN,NORTH,PEFA,Raptor,1
2015-08-31,MIN,NORTH,ROTE,Tern,50
2015-08-31,MIN,NORTH,WEGU,Gull,8
2015-08-31,MIN,NORTH,WHIM,Shorebird,4
2015-08-31,MIN,NORTH,WILL,Shorebird,3
2015-08-31,PNO,PURISIMA,SAND,Shorebird,120
2015-08-31,PNO,PURISIMA,SNPL,Shorebird,20
2015-08-31,PNO,PURISIMA,WILL,Shorebird,1
2015-08-31,SAN,NORTH,BBPL,Shorebird,2
2015-08-31,SAN,NORTH,SEPL,Shorebird,5
2015-08-31,SAN,NORTH,SNPL,Shorebird,66
2015-08-31,SHN,NORTH,ELTE,Tern,8
2015-08-31,SHN,NORTH,HEEG,Gull,8
2015-08-31,SHN,NORTH,LBCU,Shorebird,78
2015-08-31,SHN,NORTH,MAGO,Shorebird,65
2015-08-31,SHN,NORTH,SAND,Shorebird,182
2015-08-31,SHN,NORTH,SEPL,Shorebird,16
2015-08-31,SHN,NORTH,SNPL,Shorebird,2
2015-08-31,SHN,NORTH,WEGU,Gull,1
2015-08-31,SHN,NORTH,WESA,Shorebird,1
2015-08-31,SHN,NORTH,WHIM,Shorebird,21
2015-08-31,SHN,NORTH,WILL,Shorebird,1
2015-08-31,SHS,NORTH,HEEG,Gull,1
2015-08-31,SHS,NORTH,LBCU,Shorebird,35
2015-08-31,SHS,NORTH,MAGO,Shorebird,14
2015-08-31,SHS,NORTH,SAND,Shorebird,95
2015-08-31,SHS,NORTH,SEPL,Shorebird,24
2015-08-31,SHS,NORTH,SNPL,Shorebird,49
2015-08-31,SHS,NORTH,WHIM,Shorebird,36
2014-08-04,MIN,NORTH,CAGU,Gull,1
2014-08-04,MIN,NORTH,HEEG,Gull,80
2014-08-04,MIN,NORTH,OSPR,Raptor,1
2014-08-04,MIN,NORTH,RBGU,Gull,5
2014-08-04,PNO,PURISIMA,BBPL,Shorebird,100
2014-08-04,PNO,PURISIMA,SAND,Shorebird,1000
2014-08-04,PNO,PURISIMA,SNPL,Shorebird,12
2014-08-04,PNO,PURISIMA,WEGU,Gull,2
2014-08-04,SAN,NORTH,BBPL,Shorebird,50
2014-08-04,SAN,NORTH,CAGU,Gull,29
2014-08-04,SAN,NORTH,gull,Gull,10
2014-08-04,SAN,NORTH,HEEG,Gull,24
2014-08-04,SAN,NORTH,SAND,Shorebird,130
2014-08-04,SAN,NORTH,SNPL,Shorebird,50
2014-08-04,SAN,NORTH,WEGU,Gull,36
2014-08-04,SHN,NORTH,BBPL,Shorebird,75
2014-08-04,SHN,NORTH,CAGU,Gull,7
2014-08-04,SHN,NORTH,HEEG,Gull,95
2014-08-04,SHN,NORTH,MAGO,Shorebird,40
2014-08-04,SHN,NORTH,SPSA,Shorebird,1
2014-08-04,SHN,NORTH,WEGU,Gull,10
2014-08-04,SHN,NORTH,WHIM,Shorebird,12
2014-08-04,SHN,NORTH,WILL,Shorebird,10
2014-08-04,SHS,NORTH,BBPL,Shorebird,60
2014-08-04,SHS,NORTH,CAGU,Gull,7
2014-08-04,SHS,NORTH,HEEG,Gull,9
2014-08-04,SHS,NORTH,MAGO,Shorebird,2
2014-08-04,SHS,NORTH,RUTU,Shorebird,2
2014-08-04,SHS,NORTH,SAND,Shorebird,164
2014-08-04,SHS,NORTH,SEPL,Shorebird,2
2014-08-04,SHS,NORTH,WILL,Shorebird,5
2014-08-04,SNO,SOUTH,HEEG,Gull,1
2014-08-04,SNO,SOUTH,SEPL,Shorebird,8
2014-08-04,SNO,SOUTH,SNPL,Shorebird,75
2014-08-04,SNO,SOUTH,SPSA,Shorebird,1
2014-08-04,SNO,SOUTH,WEGU,Gull,1
2014-08-04,SSO,SOUTH,SEPL,Shorebird,19
2014-08-04,SSO,SOUTH,SNPL,Shorebird,81
2014-08-04,SSO,SOUTH,WEGU,Gull,1
2014-08-04,WAL,SOUTH,gull,Gull,150
2014-08-04,WAL,SOUTH,SAND,Shorebird,237
2014-08-04,WAL,SOUTH,SEPL,Shorebird,22
2014-08-04,WAL,SOUTH,SNPL,Shorebird,44
2013-08-05,PNO,PURISIMA,BBPL,Shorebird,21
2013-08-05,PNO,PURISIMA,RTHA,Raptor,1
2013-08-05,PNO,PURISIMA,SAND,Shorebird,700
2013-08-05,PNO,PURISIMA,SNPL,Shorebird,29
2013-08-05,PNO,PURISIMA,WEGU,Gull,32
2013-08-05,PNO,PURISIMA,WHIM,Shorebird,2
2013-08-05,PNO,PURISIMA,WILL,Shorebird,17
2013-08-05,SAN,NORTH,BBPL,Shorebird,74
2013-08-05,SAN,NORTH,CAGU,Gull,28
2013-08-05,SAN,NORTH,HEEG,Gull,175
2013-08-05,SAN,NORTH,SAND,Shorebird,1110
2013-08-05,SAN,NORTH,SNPL,Shorebird,65
2013-08-05,SAN,NORTH,WEGU,Gull,145
2013-08-05,SAN,NORTH,WILL,Shorebird,32
2013-08-05,SHN,NORTH,CAGU,Gull,50
2013-08-05,SHN,NORTH,HEEG,Gull,188
2013-08-05,SHN,NORTH,MAGO,Shorebird,10
2013-08-05,SHN,NORTH,ROTE,Tern,10
2013-08-05,SHN,NORTH,SNPL,Shorebird,2
2013-08-05,SHN,NORTH,WEGU,Gull,15
2013-08-05,SHN,NORTH,WHIM,Shorebird,28
2013-08-05,SHN,NORTH,WILL,Shorebird,5
2013-08-05,SHS,NORTH,CAGU,Gull,10
2013-08-05,SHS,NORTH,HEEG,Gull,4
2013-08-05,SHS,NORTH,SAND,Shorebird,1
2013-08-05,SHS,NORTH,SNPL,Shorebird,4
2013-08-05,SHS,NORTH,WEGU,Gull,1
2013-08-05,SNO,SOUTH,HEEG,Gull,100
2013-08-05,SNO,SOUTH,LBCU,Shorebird,1
2013-08-05,SNO,SOUTH,LETE,Tern,28
2013-08-05,SNO,SOUTH,SAND,Shorebird,45
2013-08-05,SNO,SOUTH,SNPL,Shorebird,93
2013-08-05,SNO,SOUTH,WEGU,Gull,100
2013-08-05,SSO,SOUTH,HEEG,Gull,32
2013-08-05,SSO,SOUTH,SEPL,Shorebird,9
2013-08-05,SSO,SOUTH,SNPL,Shorebird,62
2013-08-05,SSO,SOUTH,WEGU,Gull,8
2013-08-05,WAL,SOUTH,BBPL,Shorebird,26
2013-08-05,WAL,SOUTH,CAGU,Gull,1
2013-08-05,WAL,SOUTH,HEEG,Gull,45
2013-08-05,WAL,SOUTH,LBCU,Shorebird,1
2013-08-05,WAL,SOUTH,SAND,Shorebird,532
2013-08-05,WAL,SOUTH,SEPL,Shorebird,11
2013-08-05,WAL,SOUTH,SNPL,Shorebird,38
2013-08-05,WAL,SOUTH,WEGU,Gull,20
2013-08-05,WAL,SOUTH,WHIM,Shorebird,1
2012-08-06,MIN,NORTH,HEEG,Gull,59
2012-08-06,MIN,NORTH,LBCU,Shorebird,2
2012-08-06,MIN,NORTH,SNPL,Shorebird,2
2012-08-06,MIN,NORTH,WEGU,Gull,4
2012-08-06,PNO,PURISIMA,BBPL,Shorebird,11
2012-08-06,PNO,PURISIMA,HEEG,Gull,1
2012-08-06,PNO,PURISIMA,SAND,Shorebird,2120
2012-08-06,PNO,PURISIMA,SNPL,Shorebird,14
2012-08-06,PNO,PURISIMA,WEGU,Gull,45
2012-08-06,SAN,NORTH,BBPL,Shorebird,57
2012-08-06,SAN,NORTH,HEEG,Gull,64
2012-08-06,SAN,NORTH,peeps,Shorebird,8
2012-08-06,SAN,NORTH,SAND,Shorebird,3230
2012-08-06,SAN,NORTH,SEPL,Shorebird,1
2012-08-06,SAN,NORTH,SNPL,Shorebird,54
2012-08-06,SAN,NORTH,WEGU,Gull,14
2012-08-06,SAN,NORTH,WESA,Shorebird,20
2012-08-06,SAN,NORTH,WHIM,Shorebird,1
2012-08-06,SHN,NORTH,HEEG,Gull,12
2012-08-06,SHN,NORTH,SEPL,Shorebird,1
2012-08-06,SHN,NORTH,SNPL,Shorebird,11
2012-08-06,SHN,NORTH,WEGU,Gull,2
2012-08-06,SHS,NORTH,BBPL,Shorebird,11
2012-08-06,SHS,NORTH,CAGU,Gull,2
2012-08-06,SHS,NORTH,HEEG,Gull,62
2012-08-06,SHS,NORTH,peeps,Shorebird,1
2012-08-06,SHS,NORTH,SAND,Shorebird,3
2012-08-06,SHS,NORTH,SNPL,Shorebird,9
2012-08-06,SHS,NORTH,WEGU,Gull,4
2012-08-06,SHS,NORTH,WHIM,Shorebird,5
2012-08-06,SNO,SOUTH,BBPL,Shorebird,20
2012-08-06,SNO,SOUTH,BLTU,Shorebird,1
2012-08-06,SNO,SOUTH,gull,Gull,1
2012-08-06,SNO,SOUTH,SAND,Shorebird,16
2012-08-06,SNO,SOUTH,SEPL,Shorebird,3
2012-08-06,SNO,SOUTH,SNPL,Shorebird,142
2012-08-06,SNO,SOUTH,WESA,Shorebird,2
2012-08-06,SSO,SOUTH,SEPL,Shorebird,9
2012-08-06,SSO,SOUTH,SNPL,Shorebird,41
2012-08-06,WAL,SOUTH,BBPL,Shorebird,4
2012-08-06,WAL,SOUTH,DOWI,Shorebird,10
2012-08-06,WAL,SOUTH,gull,Gull,3
2012-08-06,WAL,SOUTH,LBCU,Shorebird,1
2012-08-06,WAL,SOUTH,SAND,Shorebird,2
2012-08-06,WAL,SOUTH,SNPL,Shorebird,18
2012-08-06,WAL,SOUTH,WESA,Shorebird,5
2017-08-07,SNO,SOUTH,BBPL,Shorebird,2
2017-08-07,SNO,SOUTH,CAGU,Gull,2
2017-08-07,SNO,SOUTH,KILL,Shorebird,16
2017-08-07,SNO,SOUTH,RUTU,Shorebird,1
2017-08-07,SNO,SOUTH,SAND,Shorebird,177
2017-08-07,SNO,SOUTH,SEPL,Shorebird,1
2017-08-07,SNO,SOUTH,SNPL,Shorebird,115
2017-08-07,SNO,SOUTH,WILL,Shorebird,15
2017-08-07,SSO,SOUTH,SEPL,Shorebird,5
2017-08-07,SSO,SOUTH,SNPL,Shorebird,30
2017-08-07,SSO,SOUTH,WHIM,Shorebird,10
2017-08-07,WAL,SOUTH,BBPL,Shorebird,20
2017-08-07,WAL,SOUTH,CAGU,Gull,70
2017-08-07,WAL,SOUTH,CATE,Tern,14
2017-08-07,WAL,SOUTH,HEEG,Gull,57
2017-08-07,WAL,SOUTH,LBCU,Shorebird,7
2017-08-07,WAL,SOUTH,MAGO,Shorebird,1
2017-08-07,WAL,SOUTH,SAND,Shorebird,270
2017-08-07,WAL,SOUTH,SEPL,Shorebird,2
2017-08-07,WAL,SOUTH,SNPL,Shorebird,31
2017-08-07,WAL,SOUTH,WEGU,Gull,55
2017-08-07,WAL,SOUTH,WILL,Shorebird,3
2011-08-08,MIN,NORTH,gull,Gull,84
2011-08-08,MIN,NORTH,HEEG,Gull,338
2011-08-08,MIN,NORTH,LBCU,Shorebird,1
2011-08-08,MIN,NORTH,NOHA,Raptor,1
2011-08-08,MIN,NORTH,SNPL,Shorebird,2
2011-08-08,PNO,PURISIMA,CAGU,Gull,46
2011-08-08,PNO,PURISIMA,HEEG,Gull,69
2011-08-08,PNO,PURISIMA,PEFA,Raptor,1
2011-08-08,PNO,PURISIMA,ROTE,Tern,2
2011-08-08,PNO,PURISIMA,SNPL,Shorebird,2
2011-08-08,PNO,PURISIMA,WEGU,Gull,15
2011-08-08,SAN,NORTH,CAGU,Gull,48
2011-08-08,SAN,NORTH,gull,Gull,8
2011-08-08,SAN,NORTH,HEEG,Gull,145
2011-08-08,SAN,NORTH,PEFA,Raptor,1
2011-08-08,SAN,NORTH,RTHA,Raptor,1
2011-08-08,SAN,NORTH,SNPL,Shorebird,39
2011-08-08,SAN,NORTH,WEGU,Gull,12
2011-08-08,SHN,NORTH,MAGO,Shorebird,1
2011-08-08,SHN,NORTH,PEFA,Raptor,2
2011-08-08,SHN,NORTH,SAND,Shorebird,29
2011-08-08,SHN,NORTH,SNPL,Shorebird,7
2011-08-08,SHS,NORTH,gull,Gull,36
2011-08-08,SHS,NORTH,HEEG,Gull,144
2011-08-08,SHS,NORTH,PEFA,Raptor,1
2011-08-08,SHS,NORTH,SNPL,Shorebird,13
2016-08-08,SNO,SOUTH,BBPL,Shorebird,38
2016-08-08,SNO,SOUTH,SAND,Shorebird,50
2016-08-08,SNO,SOUTH,SEPL,Shorebird,5
2016-08-08,SNO,SOUTH,SNPL,Shorebird,83
2016-08-08,SNO,SOUTH,WEGU,Gull,1
2016-08-08,SSO,SOUTH,HEEG,Gull,1
2016-08-08,SSO,SOUTH,LBCU,Shorebird,12
2016-08-08,SSO,SOUTH,MAGO,Shorebird,4
2016-08-08,SSO,SOUTH,REKN,Shorebird,1
2016-08-08,SSO,SOUTH,SEPL,Shorebird,2
2016-08-08,SSO,SOUTH,SNPL,Shorebird,4
2016-08-08,SSO,SOUTH,WHIM,Shorebird,4
2016-08-08,SSO,SOUTH,WILL,Shorebird,8
2016-08-08,WAL,SOUTH,BBPL,Shorebird,4
2016-08-08,WAL,SOUTH,CAGU,Gull,90
2016-08-08,WAL,SOUTH,ELTE,Tern,87
2016-08-08,WAL,SOUTH,HEEG,Gull,1
2016-08-08,WAL,SOUTH,SAND,Shorebird,107
2016-08-08,WAL,SOUTH,SEPL,Shorebird,5
2016-08-08,WAL,SOUTH,SNPL,Shorebird,103
2016-08-08,WAL,SOUTH,WEGU,Gull,500
2016-08-08,WAL,SOUTH,WESA,Shorebird,6
2014-09-01,MIN,NORTH,CAGU,Gull,2
2014-09-01,MIN,NORTH,HEEG,Gull,50
2014-09-01,MIN,NORTH,LBCU,Shorebird,2
2014-09-01,MIN,NORTH,MAGO,Shorebird,4
2014-09-01,MIN,NORTH,SNPL,Shorebird,3
2014-09-01,MIN,NORTH,WEGU,Gull,6
2014-09-01,PNO,PURISIMA,CAGU,Gull,4
2014-09-01,PNO,PURISIMA,HEEG,Gull,4
2014-09-01,PNO,PURISIMA,WEGU,Gull,1
2014-09-01,PNO,PURISIMA,WHIM,Shorebird,1
2014-09-01,SAN,NORTH,BLTU,Shorebird,1
2014-09-01,SAN,NORTH,CAGU,Gull,201
2014-09-01,SAN,NORTH,ELTE,Tern,10
2014-09-01,SAN,NORTH,HEEG,Gull,52
2014-09-01,SAN,NORTH,LBCU,Shorebird,1
2014-09-01,SAN,NORTH,MAGO,Shorebird,10
2014-09-01,SAN,NORTH,OSPR,Raptor,1
2014-09-01,SAN,NORTH,SAND,Shorebird,38
2014-09-01,SAN,NORTH,SEPL,Shorebird,1
2014-09-01,SAN,NORTH,SNPL,Shorebird,56
2014-09-01,SAN,NORTH,WEGU,Gull,8
2014-09-01,SAN,NORTH,WESA,Shorebird,1
2014-09-01,SAN,NORTH,WHIM,Shorebird,11
2014-09-01,SHN,NORTH,BBPL,Shorebird,3
2014-09-01,SHN,NORTH,CAGU,Gull,14
2014-09-01,SHN,NORTH,ELTE,Tern,3
2014-09-01,SHN,NORTH,HEEG,Gull,208
2014-09-01,SHN,NORTH,LBCU,Shorebird,12
2014-09-01,SHN,NORTH,MAGO,Shorebird,2
2014-09-01,SHN,NORTH,SAND,Shorebird,106
2014-09-01,SHN,NORTH,SNPL,Shorebird,12
2014-09-01,SHN,NORTH,WEGU,Gull,4
2014-09-01,SHN,NORTH,WESA,Shorebird,1
2014-09-01,SHS,NORTH,BBPL,Shorebird,12
2014-09-01,SHS,NORTH,CAGU,Gull,4
2014-09-01,SHS,NORTH,HEEG,Gull,88
2014-09-01,SHS,NORTH,SAND,Shorebird,124
2014-09-01,SHS,NORTH,SEPL,Shorebird,5
2014-09-01,SHS,NORTH,SNPL,Shorebird,7
2014-09-01,SHS,NORTH,WESA,Shorebird,2
2014-09-01,SNO,SOUTH,SAND,Shorebird,508
2014-09-01,SNO,SOUTH,SEPL,Shorebird,3
2014-09-01,SNO,SOUTH,SNPL,Shorebird,187
2014-09-01,SNO,SOUTH,WEGU,Gull,37
2014-09-01,SNO,SOUTH,WHIM,Shorebird,5
2014-09-01,SNO,SOUTH,WILL,Shorebird,2
2014-09-01,SSO,SOUTH,HEEG,Gull,3
2014-09-01,SSO,SOUTH,MAGO,Shorebird,4
2014-09-01,SSO,SOUTH,SAND,Shorebird,5
2014-09-01,SSO,SOUTH,SEPL,Shorebird,22
2014-09-01,SSO,SOUTH,SNPL,Shorebird,50
2014-09-01,SSO,SOUTH,WEGU,Gull,2
2014-09-01,SSO,SOUTH,WHIM,Shorebird,5
2014-09-01,SSO,SOUTH,WILL,Shorebird,4
2014-09-01,WAL,SOUTH,MAGO,Shorebird,7
2014-09-01,WAL,SOUTH,RUTU,Shorebird,2
2014-09-01,WAL,SOUTH,SAND,Shorebird,1091
2014-09-01,WAL,SOUTH,SEPL,Shorebird,15
2014-09-01,WAL,SOUTH,SNPL,Shorebird,89
2014-09-01,WAL,SOUTH,WEGU,Gull,8
2014-09-01,WAL,SOUTH,WESA,Shorebird,8
2014-09-01,WAL,SOUTH,WHIM,Shorebird,3
2014-09-01,WAL,SOUTH,WILL,Shorebird,6
2012-09-10,SNO,SOUTH,AMKE,Raptor,4
2012-09-10,SNO,SOUTH,BBPL,Shorebird,1
2012-09-10,SNO,SOUTH,LBCU,Shorebird,7
2012-09-10,SNO,SOUTH,PEFA,Raptor,1
2012-09-10,SNO,SOUTH,RBGU,Gull,1
2012-09-10,SNO,SOUTH,SAND,Shorebird,2147
2012-09-10,SNO,SOUTH,SNPL,Shorebird,172
2012-09-10,SNO,SOUTH,WHIM,Shorebird,6
2012-09-10,SSO,SOUTH,AMKE,Raptor,3
2012-09-10,SSO,SOUTH,CAGU,Gull,3
2012-09-10,SSO,SOUTH,gull,Gull,1
2012-09-10,SSO,SOUTH,HEEG,Gull,20
2012-09-10,SSO,SOUTH,LBCU,Shorebird,3
2012-09-10,SSO,SOUTH,MAGO,Shorebird,15
2012-09-10,SSO,SOUTH,SAND,Shorebird,28
2012-09-10,SSO,SOUTH,SEPL,Shorebird,13
2012-09-10,SSO,SOUTH,SNPL,Shorebird,22
2012-09-10,SSO,SOUTH,WEGU,Gull,3
2012-09-10,SSO,SOUTH,WHIM,Shorebird,12
2012-09-10,WAL,SOUTH,BBPL,Shorebird,3
2012-09-10,WAL,SOUTH,BLTU,Shorebird,1
2012-09-10,WAL,SOUTH,CAGU,Gull,14
2012-09-10,WAL,SOUTH,HEEG,Gull,90
2012-09-10,WAL,SOUTH,LBCU,Shorebird,1
2012-09-10,WAL,SOUTH,LESA,Shorebird,1
2012-09-10,WAL,SOUTH,MAGO,Shorebird,5
2012-09-10,WAL,SOUTH,RBGU,Gull,10
