survey_week,beach_section_initials,beach,species,species_type,total,sp_2
2013-09-30,SSO,SOUTH,CAGU,Gull,1,Gull
2013-09-30,SSO,SOUTH,SAND,Shorebird,310,SAND
2013-09-30,SSO,SOUTH,SNPL,Shorebird,45,SNPL
2013-09-30,SSO,SOUTH,WEGU,Gull,2,Gull
2013-10-21,MIN,NORTH,HEEG,Gull,100,Gull
2013-10-21,PCO,PURISIMA,WEGU,Gull,30,Gull
2013-10-21,PNO,PURISIMA,SAND,Shorebird,3,SAND
2013-10-21,SAN,NORTH,CAGU,Gull,3,Gull
2013-10-21,SAN,NORTH,SAND,Shorebird,1000,SAND
2013-10-21,SAN,NORTH,SNPL,Shorebird,14,SNPL
2013-10-21,SAN,NORTH,WEGU,Gull,302,Gull
2013-10-21,SHN,NORTH,SNPL,Shorebird,51,SNPL
2013-10-21,SHS,NORTH,SNPL,Shorebird,25,SNPL
2013-10-21,SHS,NORTH,WEGU,Gull,1,Gull
2013-10-21,SNO,SOUTH,SAND,Shorebird,750,SAND
2013-10-21,SNO,SOUTH,SNPL,Shorebird,106,SNPL
2013-10-21,SSO,SOUTH,CAGU,Gull,13,Gull
2013-10-21,SSO,SOUTH,SAND,Shorebird,350,SAND
2013-10-21,SSO,SOUTH,SNPL,Shorebird,36,SNPL
2013-10-21,SSO,SOUTH,WEGU,Gull,12,Gull
2013-10-21,WAL,SOUTH,CAGU,Gull,20,Gull
2013-10-21,WAL,SOUTH,HEEG,Gull,60,Gull
2013-10-21,WAL,SOUTH,WEGU,Gull,120,Gull
2013-11-11,MIN,NORTH,HEEG,Gull,65,Gull
2013-11-11,MIN,NORTH,WEGU,Gull,7,Gull
2013-11-11,SAN,NORTH,HEEG,Gull,2,Gull
2013-11-11,SAN,NORTH,WEGU,Gull,50,Gull
2013-11-11,SHN,NORTH,CAGU,Gull,75,Gull
2013-11-11,SHN,NORTH,HEEG,Gull,274,Gull
2013-11-11,SHN,NORTH,WEGU,Gull,94,Gull
2013-11-11,SHS,NORTH,HEEG,Gull,30,Gull
2013-11-11,SHS,NORTH,WEGU,Gull,2,Gull
2013-11-11,SNO,SOUTH,CAGU,Gull,6,Gull
2013-11-11,SNO,SOUTH,SAND,Shorebird,665,SAND
2013-11-11,SNO,SOUTH,SNPL,Shorebird,375,SNPL
2013-11-11,SNO,SOUTH,WEGU,Gull,4,Gull
2013-11-11,SSO,SOUTH,SAND,Shorebird,60,SAND
2013-11-11,SSO,SOUTH,SNPL,Shorebird,56,SNPL
2013-11-11,WAL,SOUTH,SAND,Shorebird,100,SAND
2013-11-11,WAL,SOUTH,SNPL,Shorebird,42,SNPL
2013-12-09,MIN,NORTH,CAGU,Gull,15,Gull
2013-12-09,MIN,NORTH,HEEG,Gull,311,Gull
2013-12-09,MIN,NORTH,WEGU,Gull,10,Gull
2013-12-09,SAN,NORTH,SNPL,Shorebird,36,SNPL
2013-12-09,SAN,NORTH,WEGU,Gull,3,Gull
2013-12-09,SHN,NORTH,CAGU,Gull,78,Gull
2013-12-09,SHN,NORTH,HEEG,Gull,294,Gull
2013-12-09,SHN,NORTH,SNPL,Shorebird,55,SNPL
2013-12-09,SHN,NORTH,WEGU,Gull,98,Gull
2013-12-09,SHS,NORTH,CAGU,Gull,18,Gull
2013-12-09,SHS,NORTH,HEEG,Gull,13,Gull
2013-12-09,SHS,NORTH,SNPL,Shorebird,4,SNPL
2013-12-09,SHS,NORTH,WEGU,Gull,14,Gull
2013-12-09,SNO,SOUTH,SAND,Shorebird,176,SAND
2013-12-09,SNO,SOUTH,SNPL,Shorebird,66,SNPL
2013-12-09,SNO,SOUTH,WEGU,Gull,4,Gull
2013-12-09,SSO,SOUTH,CAGU,Gull,1,Gull
2013-12-09,SSO,SOUTH,SAND,Shorebird,80,SAND
2013-12-09,SSO,SOUTH,SNPL,Shorebird,85,SNPL
2013-12-09,SSO,SOUTH,WEGU,Gull,1,Gull
2013-12-09,WAL,SOUTH,CAGU,Gull,150,Gull
2013-12-09,WAL,SOUTH,HEEG,Gull,6,Gull
2013-12-09,WAL,SOUTH,SAND,Shorebird,28,SAND
2013-12-09,WAL,SOUTH,SNPL,Shorebird,54,SNPL
2013-12-09,WAL,SOUTH,WEGU,Gull,4,Gull
2014-01-20,MIN,NORTH,CAGU,Gull,85,Gull
2014-01-20,MIN,NORTH,HEEG,Gull,22,Gull
2014-01-20,MIN,NORTH,WEGU,Gull,56,Gull
2014-01-20,SAN,NORTH,CAGU,Gull,1,Gull
2014-01-20,SAN,NORTH,SAND,Shorebird,80,SAND
2014-01-20,SAN,NORTH,SNPL,Shorebird,110,SNPL
2014-01-20,SAN,NORTH,WEGU,Gull,1,Gull
2014-01-20,SHN,NORTH,CAGU,Gull,151,Gull
2014-01-20,SHN,NORTH,SNPL,Shorebird,34,SNPL
2014-01-20,SHN,NORTH,WEGU,Gull,8,Gull
2014-01-20,SNO,SOUTH,SNPL,Shorebird,76,SNPL
2014-01-20,SSO,SOUTH,SAND,Shorebird,304,SAND
2014-01-20,SSO,SOUTH,SNPL,Shorebird,98,SNPL
2014-01-20,SSO,SOUTH,WEGU,Gull,1,Gull
2014-01-20,WAL,SOUTH,SAND,Shorebird,14,SAND
2014-02-10,MIN,NORTH,CAGU,Gull,23,Gull
2014-02-10,MIN,NORTH,HEEG,Gull,1,Gull
2014-02-10,MIN,NORTH,WEGU,Gull,1,Gull
2014-02-10,PNO,PURISIMA,SAND,Shorebird,1200,SAND
2014-02-10,PNO,PURISIMA,SNPL,Shorebird,29,SNPL
2014-02-10,PNO,PURISIMA,WEGU,Gull,5,Gull
2014-02-10,SAN,NORTH,SAND,Shorebird,1,SAND
2014-02-10,SAN,NORTH,SNPL,Shorebird,103,SNPL
2014-02-10,SAN,NORTH,WEGU,Gull,8,Gull
2014-02-10,SHN,NORTH,CAGU,Gull,1,Gull
2014-02-10,SHN,NORTH,SAND,Shorebird,1,SAND
2014-02-10,SHN,NORTH,SNPL,Shorebird,8,SNPL
2014-02-10,SHN,NORTH,WEGU,Gull,1,Gull
2014-02-10,SNO,SOUTH,CAGU,Gull,12,Gull
2014-02-10,SNO,SOUTH,SAND,Shorebird,630,SAND
2014-02-10,SNO,SOUTH,SNPL,Shorebird,102,SNPL
2014-02-10,SNO,SOUTH,WEGU,Gull,12,Gull
2014-02-10,SSO,SOUTH,SAND,Shorebird,212,SAND
2014-02-10,SSO,SOUTH,SNPL,Shorebird,108,SNPL
2014-03-03,MIN,NORTH,SNPL,Shorebird,2,SNPL
2014-03-03,MIN,NORTH,WEGU,Gull,2,Gull
2014-03-03,PNO,PURISIMA,CAGU,Gull,2,Gull
2014-03-03,PNO,PURISIMA,SNPL,Shorebird,14,SNPL
2014-03-03,PNO,PURISIMA,WEGU,Gull,1,Gull
2014-03-03,SAN,NORTH,CAGU,Gull,1,Gull
2014-03-03,SAN,NORTH,SAND,Shorebird,1,SAND
2014-03-03,SAN,NORTH,SNPL,Shorebird,34,SNPL
2014-03-03,SAN,NORTH,WEGU,Gull,4,Gull
2014-03-03,SHN,NORTH,SAND,Shorebird,123,SAND
2014-03-03,SHN,NORTH,SNPL,Shorebird,8,SNPL
2014-03-03,SHN,NORTH,WEGU,Gull,13,Gull
2014-03-03,SHS,NORTH,SNPL,Shorebird,4,SNPL
2014-03-03,SNO,SOUTH,SAND,Shorebird,60,SAND
2014-03-03,SNO,SOUTH,SNPL,Shorebird,94,SNPL
2014-03-03,SSO,SOUTH,SNPL,Shorebird,32,SNPL
2014-03-03,SSO,SOUTH,WEGU,Gull,2,Gull
2014-03-03,WAL,SOUTH,CAGU,Gull,150,Gull
2014-03-03,WAL,SOUTH,SAND,Shorebird,140,SAND
2014-03-03,WAL,SOUTH,WEGU,Gull,50,Gull
2014-03-10,MIN,NORTH,SNPL,Shorebird,3,SNPL
2014-03-10,PNO,PURISIMA,SAND,Shorebird,70,SAND
2014-03-10,PNO,PURISIMA,SNPL,Shorebird,7,SNPL
2014-03-10,SAN,NORTH,SAND,Shorebird,20,SAND
2014-03-10,SAN,NORTH,SNPL,Shorebird,46,SNPL
2014-03-10,SHN,NORTH,SNPL,Shorebird,34,SNPL
2014-03-10,SHS,NORTH,SNPL,Shorebird,4,SNPL
2014-03-10,SNO,SOUTH,SAND,Shorebird,1,SAND
2014-03-10,SNO,SOUTH,SNPL,Shorebird,107,SNPL
2014-03-10,SSO,SOUTH,CAGU,Gull,2,Gull
2014-03-10,SSO,SOUTH,SNPL,Shorebird,36,SNPL
2014-03-10,SSO,SOUTH,WEGU,Gull,2,Gull
2014-03-10,WAL,SOUTH,SNPL,Shorebird,1,SNPL
2014-03-10,WAL,SOUTH,WEGU,Gull,102,Gull
2014-03-17,MIN,NORTH,SNPL,Shorebird,1,SNPL
2014-03-17,PNO,PURISIMA,SNPL,Shorebird,12,SNPL
2014-03-17,SAN,NORTH,SNPL,Shorebird,32,SNPL
2014-03-17,SHN,NORTH,SNPL,Shorebird,16,SNPL
2014-03-17,SHS,NORTH,SNPL,Shorebird,7,SNPL
2014-03-17,SNO,SOUTH,CAGU,Gull,19,Gull
2014-03-17,SNO,SOUTH,SAND,Shorebird,126,SAND
2014-03-17,SNO,SOUTH,SNPL,Shorebird,89,SNPL
2014-03-17,SNO,SOUTH,WEGU,Gull,17,Gull
2014-03-17,SSO,SOUTH,CAGU,Gull,6,Gull
2014-03-17,SSO,SOUTH,SAND,Shorebird,150,SAND
2014-03-17,SSO,SOUTH,SNPL,Shorebird,47,SNPL
2014-03-17,SSO,SOUTH,WEGU,Gull,2,Gull
2014-03-17,WAL,SOUTH,CAGU,Gull,300,Gull
2014-03-17,WAL,SOUTH,SAND,Shorebird,316,SAND
2014-03-17,WAL,SOUTH,SNPL,Shorebird,6,SNPL
2014-03-17,WAL,SOUTH,WEGU,Gull,50,Gull
2014-03-24,MIN,NORTH,SNPL,Shorebird,2,SNPL
2014-03-24,PNO,PURISIMA,SAND,Shorebird,500,SAND
2014-03-24,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2014-03-24,SAN,NORTH,CAGU,Gull,1,Gull
2014-03-24,SAN,NORTH,SAND,Shorebird,59,SAND
2014-03-24,SAN,NORTH,SNPL,Shorebird,42,SNPL
2014-03-24,SAN,NORTH,WEGU,Gull,1,Gull
2014-03-24,SHN,NORTH,SNPL,Shorebird,9,SNPL
2014-03-24,SHS,NORTH,SNPL,Shorebird,2,SNPL
2014-03-24,SNO,SOUTH,SAND,Shorebird,1,SAND
2014-03-24,SNO,SOUTH,SNPL,Shorebird,67,SNPL
2014-03-24,SSO,SOUTH,SNPL,Shorebird,17,SNPL
2014-03-24,WAL,SOUTH,CAGU,Gull,35,Gull
2014-03-24,WAL,SOUTH,SAND,Shorebird,6,SAND
2014-03-24,WAL,SOUTH,SNPL,Shorebird,7,SNPL
2014-03-24,WAL,SOUTH,WEGU,Gull,45,Gull
2014-03-31,MIN,NORTH,SNPL,Shorebird,3,SNPL
2014-03-31,PNO,PURISIMA,SNPL,Shorebird,15,SNPL
2014-03-31,SAN,NORTH,SNPL,Shorebird,39,SNPL
2014-03-31,SHN,NORTH,SNPL,Shorebird,7,SNPL
2014-03-31,SHS,NORTH,SAND,Shorebird,90,SAND
2014-03-31,SHS,NORTH,SNPL,Shorebird,6,SNPL
2014-03-31,SNO,SOUTH,SNPL,Shorebird,94,SNPL
2014-03-31,SSO,SOUTH,SNPL,Shorebird,27,SNPL
2014-03-31,WAL,SOUTH,CAGU,Gull,10,Gull
2014-03-31,WAL,SOUTH,SNPL,Shorebird,5,SNPL
2014-03-31,WAL,SOUTH,WEGU,Gull,25,Gull
2014-04-07,MIN,NORTH,SNPL,Shorebird,1,SNPL
2014-04-07,PNO,PURISIMA,SAND,Shorebird,4,SAND
2014-04-07,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2014-04-07,SAN,NORTH,SAND,Shorebird,301,SAND
2014-04-07,SAN,NORTH,SNPL,Shorebird,29,SNPL
2014-04-07,SHN,NORTH,SNPL,Shorebird,6,SNPL
2014-04-07,SHS,NORTH,SAND,Shorebird,1000,SAND
2014-04-07,SHS,NORTH,SNPL,Shorebird,9,SNPL
2014-04-07,SNO,SOUTH,SAND,Shorebird,310,SAND
2014-04-07,SNO,SOUTH,SNPL,Shorebird,61,SNPL
2014-04-07,SSO,SOUTH,SAND,Shorebird,660,SAND
2014-04-07,SSO,SOUTH,SNPL,Shorebird,36,SNPL
2014-04-07,WAL,SOUTH,CAGU,Gull,5,Gull
2014-04-07,WAL,SOUTH,SAND,Shorebird,348,SAND
2014-04-07,WAL,SOUTH,SNPL,Shorebird,24,SNPL
2014-04-07,WAL,SOUTH,WEGU,Gull,5,Gull
2014-04-14,MIN,NORTH,SAND,Shorebird,1,SAND
2014-04-14,MIN,NORTH,SNPL,Shorebird,2,SNPL
2014-04-14,PNO,PURISIMA,SNPL,Shorebird,13,SNPL
2014-04-14,PNO,PURISIMA,WEGU,Gull,1,Gull
2014-04-14,SAN,NORTH,SAND,Shorebird,100,SAND
2014-04-14,SAN,NORTH,SNPL,Shorebird,61,SNPL
2014-04-14,SAN,NORTH,WEGU,Gull,1,Gull
2014-04-14,SHN,NORTH,SNPL,Shorebird,12,SNPL
2014-04-14,SHS,NORTH,SNPL,Shorebird,6,SNPL
2014-04-14,SNO,SOUTH,SAND,Shorebird,1730,SAND
2014-04-14,SNO,SOUTH,SNPL,Shorebird,51,SNPL
2014-04-14,SNO,SOUTH,WEGU,Gull,1,Gull
2014-04-14,SSO,SOUTH,SNPL,Shorebird,23,SNPL
2014-04-14,WAL,SOUTH,SAND,Shorebird,350,SAND
2014-04-14,WAL,SOUTH,SNPL,Shorebird,24,SNPL
2014-04-14,WAL,SOUTH,WEGU,Gull,30,Gull
2014-04-21,MIN,NORTH,SNPL,Shorebird,3,SNPL
2014-04-21,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2014-04-21,SAN,NORTH,SAND,Shorebird,50,SAND
2014-04-21,SAN,NORTH,SNPL,Shorebird,1,SNPL
2014-04-21,SNO,SOUTH,SAND,Shorebird,300,SAND
2014-04-21,SNO,SOUTH,SNPL,Shorebird,35,SNPL
2014-04-21,SNO,SOUTH,WEGU,Gull,1,Gull
2014-04-21,SSO,SOUTH,SAND,Shorebird,1925,SAND
2014-04-21,SSO,SOUTH,SNPL,Shorebird,25,SNPL
2014-04-21,SSO,SOUTH,WEGU,Gull,4,Gull
2014-04-21,WAL,SOUTH,SAND,Shorebird,1114,SAND
2014-04-21,WAL,SOUTH,SNPL,Shorebird,28,SNPL
2014-04-21,WAL,SOUTH,WEGU,Gull,1,Gull
2014-05-05,WAL,SOUTH,CAGU,Gull,55,Gull
2014-05-05,WAL,SOUTH,SAND,Shorebird,845,SAND
2014-05-05,WAL,SOUTH,SNPL,Shorebird,32,SNPL
2014-05-05,WAL,SOUTH,WEGU,Gull,10,Gull
2014-05-12,MIN,NORTH,CAGU,Gull,10,Gull
2014-05-12,MIN,NORTH,SNPL,Shorebird,1,SNPL
2014-05-12,MIN,NORTH,WEGU,Gull,8,Gull
2014-05-12,PNO,PURISIMA,CAGU,Gull,1,Gull
2014-05-12,PNO,PURISIMA,SAND,Shorebird,1000,SAND
2014-05-12,PNO,PURISIMA,SNPL,Shorebird,6,SNPL
2014-05-12,SAN,NORTH,CAGU,Gull,1,Gull
2014-05-12,SAN,NORTH,SAND,Shorebird,45,SAND
2014-05-12,SAN,NORTH,SNPL,Shorebird,68,SNPL
2014-05-12,SHN,NORTH,CAGU,Gull,5,Gull
2014-05-12,SHN,NORTH,SNPL,Shorebird,4,SNPL
2014-05-12,SHS,NORTH,CAGU,Gull,1,Gull
2014-05-12,SHS,NORTH,SNPL,Shorebird,5,SNPL
2014-05-12,SNO,SOUTH,SNPL,Shorebird,69,SNPL
2014-05-12,SSO,SOUTH,SNPL,Shorebird,24,SNPL
2014-05-12,SSO,SOUTH,WEGU,Gull,1,Gull
2014-05-12,WAL,SOUTH,CAGU,Gull,51,Gull
2014-05-12,WAL,SOUTH,SNPL,Shorebird,25,SNPL
2014-05-12,WAL,SOUTH,WEGU,Gull,34,Gull
2014-05-19,MIN,NORTH,CAGU,Gull,21,Gull
2014-05-19,MIN,NORTH,SNPL,Shorebird,3,SNPL
2014-05-19,PNO,PURISIMA,SAND,Shorebird,50,SAND
2014-05-19,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2014-05-19,SAN,NORTH,CAGU,Gull,44,Gull
2014-05-19,SAN,NORTH,SAND,Shorebird,1,SAND
2014-05-19,SAN,NORTH,SNPL,Shorebird,51,SNPL
2014-05-19,SAN,NORTH,WEGU,Gull,24,Gull
2014-05-19,SHN,NORTH,CAGU,Gull,86,Gull
2014-05-19,SHN,NORTH,HEEG,Gull,10,Gull
2014-05-19,SHN,NORTH,SNPL,Shorebird,5,SNPL
2014-05-19,SHS,NORTH,CAGU,Gull,100,Gull
2014-05-19,SHS,NORTH,HEEG,Gull,33,Gull
2014-05-19,SHS,NORTH,SNPL,Shorebird,2,SNPL
2014-05-19,SNO,SOUTH,SAND,Shorebird,450,SAND
2014-05-19,SNO,SOUTH,SNPL,Shorebird,60,SNPL
2014-05-19,SSO,SOUTH,SNPL,Shorebird,24,SNPL
2014-05-19,WAL,SOUTH,CAGU,Gull,39,Gull
2014-05-19,WAL,SOUTH,SAND,Shorebird,970,SAND
2014-05-19,WAL,SOUTH,SNPL,Shorebird,42,SNPL
2014-05-19,WAL,SOUTH,WEGU,Gull,51,Gull
2014-05-26,MIN,NORTH,CAGU,Gull,11,Gull
2014-05-26,MIN,NORTH,SNPL,Shorebird,2,SNPL
2014-05-26,MIN,NORTH,WEGU,Gull,3,Gull
2014-05-26,PNO,PURISIMA,CAGU,Gull,13,Gull
2014-05-26,PNO,PURISIMA,SAND,Shorebird,10,SAND
2014-05-26,PNO,PURISIMA,SNPL,Shorebird,7,SNPL
2014-05-26,PNO,PURISIMA,WEGU,Gull,4,Gull
2014-05-26,SAN,NORTH,CAGU,Gull,134,Gull
2014-05-26,SAN,NORTH,HEEG,Gull,3,Gull
2014-05-26,SAN,NORTH,SNPL,Shorebird,58,SNPL
2014-05-26,SAN,NORTH,WEGU,Gull,6,Gull
2014-05-26,SHN,NORTH,CAGU,Gull,163,Gull
2014-05-26,SHN,NORTH,HEEG,Gull,128,Gull
2014-05-26,SHN,NORTH,SNPL,Shorebird,7,SNPL
2014-05-26,SHN,NORTH,WEGU,Gull,7,Gull
2014-05-26,SHS,NORTH,CAGU,Gull,38,Gull
2014-05-26,SHS,NORTH,HEEG,Gull,13,Gull
2014-05-26,SHS,NORTH,SNPL,Shorebird,4,SNPL
2014-05-26,SHS,NORTH,WEGU,Gull,7,Gull
2014-05-26,SNO,SOUTH,CAGU,Gull,1,Gull
2014-05-26,SNO,SOUTH,HEEG,Gull,1,Gull
2014-05-26,SNO,SOUTH,SNPL,Shorebird,77,SNPL
2014-05-26,SNO,SOUTH,WEGU,Gull,6,Gull
2014-05-26,SSO,SOUTH,SNPL,Shorebird,22,SNPL
2014-05-26,SSO,SOUTH,WEGU,Gull,5,Gull
2014-05-26,WAL,SOUTH,CAGU,Gull,90,Gull
2014-05-26,WAL,SOUTH,SNPL,Shorebird,36,SNPL
2014-05-26,WAL,SOUTH,WEGU,Gull,10,Gull
2014-06-02,MIN,NORTH,CAGU,Gull,90,Gull
2014-06-02,MIN,NORTH,HEEG,Gull,46,Gull
2014-06-02,MIN,NORTH,WEGU,Gull,2,Gull
2014-06-02,PNO,PURISIMA,SNPL,Shorebird,7,SNPL
2014-06-02,SAN,NORTH,CAGU,Gull,95,Gull
2014-06-02,SAN,NORTH,HEEG,Gull,185,Gull
2014-06-02,SAN,NORTH,SNPL,Shorebird,55,SNPL
2014-06-02,SAN,NORTH,WEGU,Gull,16,Gull
2014-06-02,SHN,NORTH,CAGU,Gull,91,Gull
2014-06-02,SHN,NORTH,HEEG,Gull,50,Gull
2014-06-02,SHN,NORTH,SNPL,Shorebird,10,SNPL
2014-06-02,SHS,NORTH,CAGU,Gull,114,Gull
2014-06-02,SHS,NORTH,HEEG,Gull,30,Gull
2014-06-02,SHS,NORTH,SNPL,Shorebird,2,SNPL
2014-06-02,SHS,NORTH,WEGU,Gull,1,Gull
2014-06-02,SNO,SOUTH,CAGU,Gull,6,Gull
2014-06-02,SNO,SOUTH,SNPL,Shorebird,71,SNPL
2014-06-02,SSO,SOUTH,CAGU,Gull,82,Gull
2014-06-02,SSO,SOUTH,HEEG,Gull,2,Gull
2014-06-02,SSO,SOUTH,SNPL,Shorebird,31,SNPL
2014-06-02,WAL,SOUTH,CAGU,Gull,52,Gull
2014-06-02,WAL,SOUTH,SNPL,Shorebird,33,SNPL
2014-06-02,WAL,SOUTH,WEGU,Gull,50,Gull
2014-06-09,MIN,NORTH,CAGU,Gull,88,Gull
2014-06-09,MIN,NORTH,HEEG,Gull,130,Gull
2014-06-09,MIN,NORTH,SNPL,Shorebird,1,SNPL
2014-06-09,MIN,NORTH,WEGU,Gull,10,Gull
2014-06-09,PNO,PURISIMA,CAGU,Gull,10,Gull
2014-06-09,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2014-06-09,SAN,NORTH,CAGU,Gull,38,Gull
2014-06-09,SAN,NORTH,HEEG,Gull,1,Gull
2014-06-09,SAN,NORTH,SNPL,Shorebird,54,SNPL
2014-06-09,SAN,NORTH,WEGU,Gull,21,Gull
2014-06-09,SHN,NORTH,CAGU,Gull,11,Gull
2014-06-09,SHN,NORTH,HEEG,Gull,15,Gull
2014-06-09,SHN,NORTH,SNPL,Shorebird,4,SNPL
2014-06-09,SHS,NORTH,CAGU,Gull,38,Gull
2014-06-09,SHS,NORTH,HEEG,Gull,20,Gull
2014-06-09,SHS,NORTH,SNPL,Shorebird,11,SNPL
2014-06-09,SHS,NORTH,WEGU,Gull,5,Gull
2014-06-09,SNO,SOUTH,CAGU,Gull,6,Gull
2014-06-09,SNO,SOUTH,SNPL,Shorebird,86,SNPL
2014-06-09,SNO,SOUTH,WEGU,Gull,1,Gull
2014-06-09,SSO,SOUTH,CAGU,Gull,8,Gull
2014-06-09,SSO,SOUTH,SNPL,Shorebird,13,SNPL
2014-06-09,WAL,SOUTH,CAGU,Gull,53,Gull
2014-06-09,WAL,SOUTH,HEEG,Gull,50,Gull
2014-06-09,WAL,SOUTH,SNPL,Shorebird,32,SNPL
2014-06-16,MIN,NORTH,CAGU,Gull,7,Gull
2014-06-16,MIN,NORTH,HEEG,Gull,55,Gull
2014-06-16,MIN,NORTH,SNPL,Shorebird,1,SNPL
2014-06-16,PCO,PURISIMA,CAGU,Gull,20,Gull
2014-06-16,PNO,PURISIMA,CAGU,Gull,1,Gull
2014-06-16,PNO,PURISIMA,HEEG,Gull,7,Gull
2014-06-16,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2014-06-16,PNO,PURISIMA,WEGU,Gull,2,Gull
2014-06-16,SAN,NORTH,CAGU,Gull,68,Gull
2014-06-16,SAN,NORTH,HEEG,Gull,252,Gull
2014-06-16,SAN,NORTH,SNPL,Shorebird,63,SNPL
2014-06-16,SAN,NORTH,WEGU,Gull,8,Gull
2014-06-16,SHN,NORTH,CAGU,Gull,15,Gull
2014-06-16,SHN,NORTH,HEEG,Gull,91,Gull
2014-06-16,SHN,NORTH,SNPL,Shorebird,6,SNPL
2014-06-16,SHS,NORTH,CAGU,Gull,40,Gull
2014-06-16,SHS,NORTH,HEEG,Gull,289,Gull
2014-06-16,SHS,NORTH,SNPL,Shorebird,16,SNPL
2014-06-16,SHS,NORTH,WEGU,Gull,13,Gull
2014-06-16,SNO,SOUTH,CAGU,Gull,3,Gull
2014-06-16,SNO,SOUTH,HEEG,Gull,150,Gull
2014-06-16,SNO,SOUTH,SNPL,Shorebird,88,SNPL
2014-06-16,SSO,SOUTH,CAGU,Gull,4,Gull
2014-06-16,SSO,SOUTH,SNPL,Shorebird,30,SNPL
2014-06-16,WAL,SOUTH,SNPL,Shorebird,25,SNPL
2014-06-23,MIN,NORTH,CAGU,Gull,3,Gull
2014-06-23,MIN,NORTH,HEEG,Gull,49,Gull
2014-06-23,MIN,NORTH,SNPL,Shorebird,1,SNPL
2014-06-23,PNO,PURISIMA,CAGU,Gull,1,Gull
2014-06-23,PNO,PURISIMA,SNPL,Shorebird,11,SNPL
2014-06-23,SAN,NORTH,CAGU,Gull,12,Gull
2014-06-23,SAN,NORTH,HEEG,Gull,125,Gull
2014-06-23,SAN,NORTH,SNPL,Shorebird,19,SNPL
2014-06-23,SHN,NORTH,CAGU,Gull,4,Gull
2014-06-23,SHN,NORTH,HEEG,Gull,225,Gull
2014-06-23,SHN,NORTH,SNPL,Shorebird,6,SNPL
2014-06-23,SHS,NORTH,CAGU,Gull,12,Gull
2014-06-23,SHS,NORTH,HEEG,Gull,392,Gull
2014-06-23,SHS,NORTH,SNPL,Shorebird,7,SNPL
2014-06-23,SHS,NORTH,WEGU,Gull,5,Gull
2014-06-23,SNO,SOUTH,CAGU,Gull,13,Gull
2014-06-23,SNO,SOUTH,HEEG,Gull,2,Gull
2014-06-23,SNO,SOUTH,SNPL,Shorebird,79,SNPL
2014-06-23,SSO,SOUTH,CAGU,Gull,5,Gull
2014-06-23,SSO,SOUTH,SNPL,Shorebird,39,SNPL
2014-06-23,WAL,SOUTH,CAGU,Gull,30,Gull
2014-06-23,WAL,SOUTH,HEEG,Gull,60,Gull
2014-06-23,WAL,SOUTH,SNPL,Shorebird,20,SNPL
2014-06-23,WAL,SOUTH,WEGU,Gull,30,Gull
2014-07-07,PNO,PURISIMA,SAND,Shorebird,1,SAND
2014-07-07,PNO,PURISIMA,SNPL,Shorebird,20,SNPL
2014-07-07,SAN,NORTH,CAGU,Gull,12,Gull
2014-07-07,SAN,NORTH,HEEG,Gull,5,Gull
2014-07-07,SAN,NORTH,SNPL,Shorebird,36,SNPL
2014-07-07,SAN,NORTH,WEGU,Gull,20,Gull
2014-07-07,SHN,NORTH,SNPL,Shorebird,1,SNPL
2014-07-07,SHS,NORTH,CAGU,Gull,7,Gull
2014-07-07,SHS,NORTH,SNPL,Shorebird,3,SNPL
2014-07-07,SNO,SOUTH,SNPL,Shorebird,100,SNPL
2014-07-07,SSO,SOUTH,HEEG,Gull,2,Gull
2014-07-07,SSO,SOUTH,SNPL,Shorebird,41,SNPL
2014-07-07,WAL,SOUTH,SNPL,Shorebird,52,SNPL
2014-07-14,PNO,PURISIMA,CAGU,Gull,1,Gull
2014-07-14,PNO,PURISIMA,SAND,Shorebird,1,SAND
2014-07-14,PNO,PURISIMA,SNPL,Shorebird,20,SNPL
2014-07-14,SAN,NORTH,CAGU,Gull,50,Gull
2014-07-14,SAN,NORTH,SNPL,Shorebird,39,SNPL
2014-07-14,SAN,NORTH,WEGU,Gull,153,Gull
2014-07-14,SNO,SOUTH,SNPL,Shorebird,20,SNPL
2014-07-14,WAL,SOUTH,SNPL,Shorebird,38,SNPL
2014-07-21,SNO,SOUTH,SNPL,Shorebird,82,SNPL
2014-07-21,SSO,SOUTH,CAGU,Gull,1,Gull
2014-07-21,SSO,SOUTH,SNPL,Shorebird,49,SNPL
2014-08-04,MIN,NORTH,CAGU,Gull,1,Gull
2014-08-04,MIN,NORTH,HEEG,Gull,80,Gull
2014-08-04,PNO,PURISIMA,SAND,Shorebird,1000,SAND
2014-08-04,PNO,PURISIMA,SNPL,Shorebird,12,SNPL
2014-08-04,PNO,PURISIMA,WEGU,Gull,2,Gull
2014-08-04,SAN,NORTH,CAGU,Gull,29,Gull
2014-08-04,SAN,NORTH,HEEG,Gull,24,Gull
2014-08-04,SAN,NORTH,SAND,Shorebird,130,SAND
2014-08-04,SAN,NORTH,SNPL,Shorebird,50,SNPL
